***********************************************************************************************************************
*First Data line should contain the following...
*Blk X Scale <> Blk Y Scale  <> Text Rotation  <> Text Size 
***********************************************************************************************************************
*1					1            45               2.5
***********************************************************************************************************************
*Field data starts here
***********************************************************************************************************************
*NORTHING       EASTING         R.L.            GIRTH
************************************************FIELD BOOK NO 800-8 ***************************************************
35001.884       23797.940       397.648         g=1.9
34982.077       23831.434       397.077         g=2.0
35004.717       23830.190       397.494
34940.930       24033.589       397.095         g=2.6
34933.315       24007.406       396.866
34938.219       24002.511       396.106         g=2.8
34948.235       23997.796       396.946         g=2.2
34944.378       23958.768       397.775         g=1.9
34943.054       23953.414       397.148
34958.881       23952.881       397.252         g=2.0
34976.953       23861.547       396.981         g=5.7
34970.324       23984.430       397.642         g=2.5
34950.953       24066.301       396.924         g=1.8
34923.621       24061.416       396.298         g=1.7
34916.824       24122.851       396.477         g=2.3
34920.587       24108.296       396.062         g=2.3
34939.562       24119.312       395.881
34939.981       24114.925       395.999
34934.665       24108.462       396.418
34934.126       24166.168       396.843
34932.558       24170.068       396.865
34928.175       24182.027       397.127
34902.977       24168.662       396.649
34861.843       24231.018       395.659
34853.974       24292.655       395.853         g=1.8
34860.019       24255.922       395.483
34875.444       24243.985       396.610
34904.172       24224.722       396.446         g=7.0
34772.044       24448.792       393.640         g=2.1
34781.692       24487.280       392.858         g=3.3
34779.532       24434.666       393.558         g=3.5
34792.100       24440.076       394.321         g=2.0
34814.935       24398.002       394.921
34801.496       24453.014       393.120
34798.989       24454.030       392.945
34793.969       24465.961       393.083
34850.878       24342.376       394.849
34835.837       24835.837       394.037
34823.704       24425.261       392.488
34822.591       24416.457       393.229
34754.757       24465.884       392.089
34753.090       24464.402       392.297
34740.537       24502.537       393.179         g=2.7
34683.309       24572.393       393.118
34677.145       24585.243       393.084
34673.070       24582.306       393.221
34601.617       24723.649       390.985         g=2.5
34611.820       24711.021       391.248         g=3.0
34662.997       24655.858       391.811
34655.949       24660.164       391.899         g=2.1
34649.749       24668.779       391.551
34625.951       24664.900       391.844         g=3.9
34538.046       24816.473       387.530
34296.548       25040.081       386.705         g=3.0
34306.255       25029.859       386.770         g=3.2
34316.129       25016.933       386.610         g=6.0
34336.576       24995.362       386.236         g=3.1
34346.984       24982.217       385.641         g=1.8
34361.334       24965.992       386.450         g=4.0
34370.295       24956.505       386.242         g=3.5
34392.942       24928.787       386.235         g=2.5
34407.658       24917.696       386.038         g=2.5
34412.839       24906.576       385.957         g=3.7
34427.907       24891.647       385.838         g=2.8
34466.310       24849.693       385.799         g=2.9
34478.453       24837.845       385.963         g=2.3
34486.744       24829.285       386.405         g=3.9
34398.655       24948.459       385.289         g=6.0
34391.001       24959.76        384.952         g=4.5
34335.074       25024.199       385.669         g=3.0
34325.103       25036.625       385.987         g=2.6
************************************************FIELD BOOK NO 800-24 **********************************
34191.148       25167.728       387.276         g=2.6
34196.359       25160.021       387.149         g=1.8
34209.659       25144.461       386.793         g=2.0
34268.631       25102.759       385.142         g=2.7
34286.817       25082.489       386.427         g=4.5
34256.234       25091.395       385.976         g=2.3
34264.613       25079.746       386.344         g=2.1
34279.563       25062.090       386.691         g=2.7
34286.673       25052.350       386.646         g=3.5
************************************************FIELD BOOK NO 605-25 ********************************************
34187.605       25209.109       387.511         g=7.2
34160.559       25233.732       387.389         g=2.1
34141.952       25256.151       387.590         g=7.3
34175.990       25187.600       387.817         g=3.7
34167.251       25194.791       387.837         g=3.6
34154.656       25207.033       387.699
34154.262       25201.918       387.597
34148.661       25209.066       387.600
34118.293       25256.252       386.885         g=6.1
34110.128       25266.677       386.653         g=4.7
34003.608       25409.016       386.525         g=4.5
34049.156       25387.766       386.676         
34055.302       25342.292       386.192         g=2.5
34067.787       25371.569       386.345
34072.873       25365.781       386.599
34084.512       25342.242       386.297         g=3.7
34071.744       25317.140       385.763         g=5.4
34080.532       25303.368       385.657         g=2.8
34093.342       25291.226       386.503         g=3.1
34114.081       25299.193       387.349
34007.257       25455.196       387.017
33921.432       25518.036       386.789
33918.001       25509.784       388.065
33816.801       25660.875       383.519         g=2.3
33841.046       25627.248       384.560         g=2.3
33782.981       25733.980       381.968
33723.167       25811.868       382.857         g=5.0
33721.697       25790.214       382.316         g=3.4
33792.441       25718.756       382.679         g=3.4
33812.130       25691.854       382.353
33823.526       25676.930       383.705         g=2.5
33830.473       25667.996       384.246         g=2.7
33704.580       25386.598       383.205
33697.364       25844.319       383.519         g=2.4
33695.961       25966.283       383.980         g=2.2
33701.750       25816.520       382.629         g=2.1
33662.953       25861.814       383.407         g=2.0
33648.464       25880.800       383.696
33627.378       25911.835       383.594         g=3.4
33641.953       25919.540       384.344
33625.962       25919.199       384.281         g=2.4
33676.130       25875.266       384.060         g=2.3
33675.332       25887.425       384.170
33670.533       25895.671       384.249
33666.011       25905.998       384.191
************************************************FIELD BOOK NO 600-26 ***************************************
33680.093       25868.722       384.022         g=4.3
33629.779       25946.894       384.294
33635.073       25949.441       384.213
33591.935       25959.067       384.202
33617.318       25981.384       383.974
33616.137       25972.610       384.135
33603.696       25999.988       383.971
33623.753       25973.625       384.268
33580.667       26041.670       383.869
33574.672       26054.101       383.913
33564.537       26071.515       384.074
33506.406       26096.476       384.363         g=3.2
33517.385       26082.857       384.589
33497.063       26107.312       384.613         g=3.3
33487.310       26119.963       384.576         g=5.6
33477.219       26132.593       384.308         g=3.3
33527.749       26071.016       384.554         g=2.8
33537.820       26058.568       384.432         g=1.8
33531.258       26043.038       384.185         g=2.8
33568.194       25994.860       384.589         g=2.2
33577.412       25982.350       384.828
33510.372       26168.238       384.927
33505.862       26172.476       384.633
33501.158       26198.263       383.711
33497.825       26195.930       383.601
33483.723       26222.136       383.031
33476.773       26225.512       382.816
33497.305       26147.542       384.389
33483.863       26160.629       384.383
33474.150       26188.360       383.975
33462.574       26202.543       383.334
33464.255       26208.208       383.270
33491.283       26236.111       382.582
33472.017       26242.983       382.038
33470.452       26246.095       383.979
33642.220       26275.993       381.274
33470.764       26281.253       381.020
33429.120       26273.744       381.493
33435.796       26301.435       380.829
33399.508       26325.259       381.482
33329.824       26504.772       382.289
33332.601       26525.342       382.064         g=2.1
33315.558       26518.573       382.789
33314.118       26536.304       382.363
33313.527       26460.344       382.833         g=5.6
33337.143       26413.037       382.456         g=2.7
33324.952       26400.518       382.731         g=7.2
33361.068       26394.370       381.325
33301.205       26502.926       382.964
************************************************FIELD BOOK NO 605-27 ***********************************
33265.096       26631.233       381.575         g=3.1
33255.901       26646.511       381.003         g=6.0
33246.147       26664.283       381.354         g=5.3
33218.318       26700.440       381.477         g=3.7
33193.766       26750.906       382.555
33182.204       26781.617       381.520
33157.731       26580.715       382.631         g=3.8
33171.648       26780.297       382.386         g=17.9
33142.910       26827.550       382.692         g=2.7
33121.601       26801.711       381.605
33000.813       27051.266       379.420         g=2.2
33032.693       26994.418       379.959         g=2.5
33055.575       26952.659       380.036         g=3.1
33068.420       26929.812       380.855
33078.918       26910.508       381.178         g=2.6
33094.501       26882.310       381.365         g=3.2
33103.382       26868.153       382.179         g=4.3
33110.324       26854.823       382.377         g=4.9
33126.051       26828.305       382.620         g=4.2
33119.877       26869.590       382.108         g=4.5
33079.465       26941.549       380.568         g=3.8
33068.597       26961.165       380.553         g=3.2
33047.918       26997.326       379.793         g=2.2
33031.724       27024.996       379.900         g=8.3
33024.330       27040.237       379.276
32904.075       27283.464       378.255         g=5.4
32910.322       27267.866       378.348         g=4.4
32916.043       27253.288       378.563         g=3.0
32922.318       27238.996       378.763         g=3.3
32940.628       27194.839       378.835         g=6.0
32946.946       27145.640       378.891         g=3.7
32955.137       27131.203       379.203         g=5.0
32962.832       27117.801       379.280         g=3.7
************************************************FIELD BOOK NO-605-28 ********************************************** 
32925.146       27173.370       378.532         g=2.0
32873.847       27370.360       376.972         g=5.2
32856.133       27353.957       376.034         g=2.7
32894.919       27312.031       377.778         g=6.6
32822.482       27461.640       376.667         g=3.3
32821.182       27454.450       375.917         g=4.5
32825.867       27430.135       375.422         g=6.6
32843.601       27406.199       376.200         g=3.4
32836.263       27473.004       376.975         g=2.6
32851.827       27431.526       376.789         g=2.9
32783.779       27567.952       377.857         g=2.3
32805.740       27506.642       377.129
32827.156       27523.987       376.752
32717.668       27742.379       376.783         g=3.1
32723.535       27727.068       377.092         g=3.3
32733.290       27678.232       377.176
32744.666       27669.481       377.832         g=9.5
32752.452       27640.555       378.396         g=5.1
32760.954       27628.596       377.945         g=2.7
32771.699       27599.088       377.940         g=3.4
32754.115       27594.527       377.361
32777.735       27584.645       378.125         g=4.0
32780.158       27622.639       377.578         g=2.1
32775.422       27637.305       377.566         g=4.1
32769.062       27650.794       377.601         g=5.3
32757.955       27681.225       377.254         g=2.3
32671.045       27892.652       375.871
32677.524       27805.770       375.921
32647.394       27923.430       376.156         g=5.4
32636.621       27913.557       375.844         g=2.6
32643.647       27899.584       375.833         g=2.5
32651.102       27885.224       375.627         g=2.6
32678.086       27869.667       376.229         g=3.2
32695.362       27851.297       375.845
32682.288       27830.823       376.224         g=3.6
32689.316       27794.854       376.286         g=2.0
32706.279       27813.639       376.474         g=7.3
32661.879       27916.226       375.879
32645.546       27951.914       375.683
32645.626       27958.602       375.715
32649.670       27959.397       375.742
32650.021       27968.605       376.017
32622.484       28004.028       376.582
32546.857       28116.338       375.644         g=2.9
32551.410       28101.780       375.872         g=2.7
32555.908       28086.242       375.753         g=3.5
32565.767       28056.429       375.909         g=1.8
32571.098       28041.665       376.108         g=3.8
32577.177       28027.737       376.150         g=2.6
32590.152       27997.271       376.266         g=2.7
32597.757       27983.198       376.267         g=3.3
32604.046       27970.835       375.784         g=2.2
32612.741       27956.123       375.779         g=3.4
32620.655       27942.464       375.820         g=2.9
32616.583       27980.336       376.389         g=2.2
32601.478       28007.566       376.509         g=4.3
32589.615       28036.575       376.328         g=2.3
32583.865       28051.141       376.228         g=3.5
32573.665       28081.197       376.014         g=2.8
32558.398       28128.841       375.552         g=3.0
32552.785       28144.594       375.415         g=3.4
32547.900       28159.708       375.150         g=3.7
32527.763       28175.078       374.878         g=2.4
32536.653       28146.526       375.637         g=1.9
32528.933       28151.392       375.250
32509.973       28282.879       372.169         g=4.0
32495.537       28341.462       371.471         g=1.8
32498.920       28327.101       371.661         g=4.0
32522.602       28239.325       372.894         g=3.7
32503.041       28253.572       371.972         g=2.0
32495.635       28283.302       371.783         g=2.1
32487.213       28311.988       370.869         g=6.2
32479.052       28340.948       370.831         g=2.1
32506.286       28298.066       371.946         g=2.3
32491.396       28355.641       371.270         g=2.1
32475.385       28355.144       370.661         g=4.5
************************************************FIELD BOOK NO 605-29 ***********************************
32475.632       28483.878       370.165         g=2.9
32489.234       28489.150       370.098         g=2.5
32447.871       28436.142       371.079         g=3.5
32356.240       28673.174       365.595         g=3.8
32419.881       28741.533       363.104         g=3.6
32394.880       28786.671       368.031
32344.936       28871.561       370.431
32334.222       28830.855       369.203         g=4.2
32340.260       28772.480       365.511         g=5.4
32349.129       28762.800       368.225         g=5.1
*********************************************************** END ********************************
